Time(s)	PK(50,19)
 1.3600014e+02	 1.6725000e+07
 1.3700008e+02	 1.6723750e+07
 1.3800002e+02	 1.6722500e+07
 1.3900027e+02	 1.6721250e+07
 1.4000012e+02	 1.6720000e+07
 1.4100006e+02	 1.6718750e+07
 1.4200020e+02	 1.6717500e+07
 1.4300023e+02	 1.6716250e+07
 1.4400017e+02	 1.6715000e+07
 1.4500008e+02	 1.6713750e+07
 1.4600002e+02	 1.6712500e+07
 1.4700005e+02	 1.6711250e+07
 1.4800018e+02	 1.6710000e+07
 1.4900020e+02	 1.6708750e+07
 1.5000011e+02	 1.6707500e+07
 1.5100027e+02	 1.6706250e+07
 1.5200009e+02	 1.6705000e+07
 1.5300018e+02	 1.6703750e+07
 1.5400015e+02	 1.6702500e+07
 1.5500002e+02	 1.6701250e+07
 1.5600008e+02	 1.6700000e+07
 1.5700009e+02	 1.6698750e+07
 1.5800018e+02	 1.6697500e+07
 1.5900018e+02	 1.6696250e+07
 1.6000003e+02	 1.6695000e+07
 1.6100005e+02	 1.6693750e+07
 1.6200008e+02	 1.6692500e+07
 1.6300006e+02	 1.6691250e+07
 1.6400012e+02	 1.6689999e+07
 1.6410002e+02	 1.6689167e+07
 1.6420000e+02	 1.6688333e+07
 1.6430002e+02	 1.6687500e+07
 1.6440001e+02	 1.6686667e+07
 1.6450003e+02	 1.6685833e+07
 1.6460002e+02	 1.6685000e+07
 1.6470001e+02	 1.6684167e+07
 1.6480003e+02	 1.6683333e+07
 1.6490002e+02	 1.6682500e+07
 1.6500003e+02	 1.6681666e+07
 1.6510007e+02	 1.6680833e+07
 1.6520001e+02	 1.6680000e+07
 1.6530002e+02	 1.6679167e+07
 1.6540002e+02	 1.6678333e+07
 1.6550002e+02	 1.6677500e+07
 1.6560004e+02	 1.6676666e+07
 1.6570004e+02	 1.6675833e+07
 1.6580003e+02	 1.6675000e+07
 1.6590004e+02	 1.6674166e+07
 1.6600005e+02	 1.6673333e+07
 1.6610001e+02	 1.6672500e+07
 1.6620007e+02	 1.6671666e+07
 1.6630000e+02	 1.6670833e+07
 1.6640010e+02	 1.6669999e+07
 1.6650000e+02	 1.6669167e+07
 1.6660007e+02	 1.6668333e+07
 1.6670003e+02	 1.6667500e+07
 1.6680000e+02	 1.6666667e+07
 1.6690005e+02	 1.6665833e+07
 1.6700006e+02	 1.6664999e+07
 1.6710001e+02	 1.6664167e+07
 1.6720006e+02	 1.6663333e+07
 1.6730003e+02	 1.6662500e+07
 1.6740001e+02	 1.6661667e+07
 1.6750000e+02	 1.6660833e+07
 1.6760002e+02	 1.6660000e+07
 1.6770000e+02	 1.6659167e+07
 1.6780000e+02	 1.6658333e+07
 1.6790001e+02	 1.6657500e+07
 1.6800005e+02	 1.6656666e+07
 1.6810002e+02	 1.6655833e+07
 1.6820003e+02	 1.6655000e+07
 1.6830003e+02	 1.6654166e+07
 1.6840002e+02	 1.6653333e+07
 1.6850000e+02	 1.6652500e+07
 1.6860008e+02	 1.6651666e+07
 1.6870001e+02	 1.6650833e+07
 1.6880006e+02	 1.6649999e+07
 1.6890001e+02	 1.6649167e+07
 1.6900002e+02	 1.6648333e+07
 1.6910005e+02	 1.6647500e+07
 1.6920010e+02	 1.6646666e+07
 1.6930003e+02	 1.6645833e+07
 1.6940005e+02	 1.6645000e+07
 1.6950003e+02	 1.6644166e+07
 1.6960005e+02	 1.6643333e+07
 1.6970004e+02	 1.6642500e+07
 1.6980008e+02	 1.6641666e+07
 1.6990001e+02	 1.6640833e+07
 1.7000003e+02	 1.6640000e+07
