Time(s)	MASN1(1,4)
 1.1400004e+02	 1.8253274e-23
 1.1500005e+02	 1.8253274e-23
 1.1600015e+02	 1.8253274e-23
 1.1700007e+02	 1.8253274e-23
 1.1800004e+02	 1.8253274e-23
 1.1900003e+02	 1.8253274e-23
 1.2000007e+02	 1.8253274e-23
 1.2100005e+02	 1.8253274e-23
 1.2200008e+02	 1.8253274e-23
 1.2300022e+02	 1.8253274e-23
 1.2400007e+02	 1.8253274e-23
 1.2500008e+02	 1.8253274e-23
 1.2600005e+02	 1.8253274e-23
 1.2700005e+02	 1.8253274e-23
 1.2800008e+02	 1.8253274e-23
 1.2900026e+02	 1.8253274e-23
 1.3000006e+02	 1.8253274e-23
 1.3100023e+02	 1.8253274e-23
 1.3200002e+02	 1.8253274e-23
 1.3300009e+02	 1.8253274e-23
 1.3400003e+02	 1.8253274e-23
 1.3500020e+02	 1.8253274e-23
 1.3600014e+02	 1.8253274e-23
 1.3700008e+02	 1.8253274e-23
 1.3800002e+02	 1.8253274e-23
 1.3900027e+02	 1.8253274e-23
 1.4000012e+02	 1.8253274e-23
 1.4100006e+02	 1.8253274e-23
 1.4200020e+02	 1.8253274e-23
 1.4300023e+02	 1.8253274e-23
 1.4400017e+02	 1.8253274e-23
 1.4500008e+02	 1.8253274e-23
 1.4600002e+02	 1.8253274e-23
 1.4700005e+02	 1.8253274e-23
 1.4800018e+02	 1.8253274e-23
 1.4900020e+02	 1.8253274e-23
 1.5000011e+02	 1.8253274e-23
 1.5100027e+02	 1.8253274e-23
 1.5200009e+02	 1.8253274e-23
 1.5300018e+02	 1.8253274e-23
 1.5400015e+02	 1.8253274e-23
 1.5500002e+02	 1.8253274e-23
 1.5600008e+02	 1.8253274e-23
 1.5700009e+02	 1.8253274e-23
 1.5800018e+02	 1.8253274e-23
 1.5900018e+02	 1.8253274e-23
 1.6000003e+02	 1.8253274e-23
 1.6100005e+02	 1.8253274e-23
 1.6200008e+02	 1.8253274e-23
 1.6300006e+02	 1.8253274e-23
 1.6400012e+02	 1.8253274e-23
 1.6410002e+02	 1.8253274e-23
 1.6420000e+02	 1.8253274e-23
 1.6430002e+02	 1.1357561e-20
 1.6440001e+02	 6.7588657e-21
 1.6450003e+02	 6.6120044e-21
 1.6460002e+02	 6.3239234e-21
 1.6470001e+02	 6.0260633e-21
 1.6480003e+02	 5.3999812e-21
 1.6490002e+02	 5.3089978e-21
 1.6500003e+02	 5.1759441e-21
 1.6510007e+02	 4.7226407e-21
 1.6520001e+02	 5.3776239e-21
 1.6530002e+02	 5.3724718e-21
 1.6540002e+02	 5.3796745e-21
 1.6550002e+02	 5.3146015e-21
 1.6560004e+02	 5.2896217e-21
 1.6570004e+02	 8.5057641e-21
 1.6580003e+02	 4.6834774e-17
 1.6590004e+02	 6.0784189e-17
 1.6600005e+02	 2.1905385e-13
 1.6610001e+02	 1.9326615e-13
 1.6620007e+02	 8.0190818e-14
 1.6630000e+02	 1.2393381e-13
 1.6640010e+02	 1.8919626e-14
 1.6650000e+02	 1.7028860e-14
 1.6660007e+02	 1.2006489e-14
 1.6670003e+02	 5.6744507e-15
 1.6680000e+02	 4.7981689e-15
 1.6690005e+02	 4.7992747e-15
 1.6700006e+02	 4.6931643e-15
 1.6710001e+02	 1.2959825e-14
 1.6720006e+02	 1.0099189e-14
 1.6730003e+02	 9.8103170e-15
 1.6740001e+02	 8.1678591e-15
 1.6750000e+02	 1.2909694e-14
 1.6760002e+02	 3.6327494e-15
 1.6770000e+02	 1.6286764e-10
 1.6780000e+02	 1.4775377e-10
 1.6790001e+02	 9.1974511e-11
 1.6800005e+02	 6.9528568e-13
 1.6810002e+02	 6.8463941e-13
 1.6820003e+02	 6.7244344e-13
 1.6830003e+02	 5.8087603e-16
 1.6840002e+02	 5.8703190e-16
 1.6850000e+02	 5.7944867e-16
 1.6860008e+02	 5.2583821e-16
 1.6870001e+02	 2.3768732e-14
 1.6880006e+02	 1.0946184e-13
 1.6890001e+02	 1.1300416e-13
 1.6900002e+02	 1.0645715e-13
 1.6910005e+02	 1.1071068e-13
 1.6920010e+02	 9.5949507e-13
 1.6930003e+02	 9.6184573e-13
 1.6940005e+02	 9.8079195e-13
 1.6950003e+02	 9.7725614e-13
 1.6960005e+02	 9.7430213e-13
 1.6970004e+02	 9.7230492e-13
 1.6980008e+02	 9.8233997e-13
 1.6990001e+02	 1.3717717e-12
