Time(s)	MASFPG(1,9)
 1.1700007e+02	 1.4921116e-03
 1.1800004e+02	 1.4921888e-03
 1.1900003e+02	 1.4922554e-03
 1.2000007e+02	 1.4923093e-03
 1.2100005e+02	 1.4924109e-03
 1.2200008e+02	 1.4924728e-03
 1.2300022e+02	 1.4925798e-03
 1.2400007e+02	 1.4926218e-03
 1.2500008e+02	 1.4926990e-03
 1.2600005e+02	 1.4928135e-03
 1.2700005e+02	 1.4928475e-03
 1.2800008e+02	 1.4929542e-03
 1.2900026e+02	 1.4930145e-03
 1.3000006e+02	 1.4930883e-03
 1.3100023e+02	 1.4931585e-03
 1.3200002e+02	 1.4932487e-03
 1.3300009e+02	 1.4933459e-03
 1.3400003e+02	 1.4934039e-03
 1.3500020e+02	 1.4934889e-03
 1.3600014e+02	 1.4935255e-03
 1.3700008e+02	 1.4935854e-03
 1.3800002e+02	 1.4936733e-03
 1.3900027e+02	 1.4928340e-03
 1.4000012e+02	 1.4922459e-03
 1.4100006e+02	 1.4919013e-03
 1.4200020e+02	 1.4916584e-03
 1.4300023e+02	 1.4914820e-03
 1.4400017e+02	 1.4913544e-03
 1.4500008e+02	 1.4912533e-03
 1.4600002e+02	 1.4911711e-03
 1.4700005e+02	 1.4911209e-03
 1.4800018e+02	 1.4910602e-03
 1.4900020e+02	 1.4910320e-03
 1.5000011e+02	 1.4910005e-03
 1.5100027e+02	 1.4910031e-03
 1.5200009e+02	 1.4910125e-03
 1.5300018e+02	 1.4910101e-03
 1.5400015e+02	 1.4910407e-03
 1.5500002e+02	 1.4894739e-03
 1.5600008e+02	 1.4882181e-03
 1.5700009e+02	 1.4872414e-03
 1.5800018e+02	 1.4865680e-03
 1.5900018e+02	 1.4860665e-03
 1.6000003e+02	 1.4857022e-03
 1.6100005e+02	 1.4854480e-03
 1.6200008e+02	 1.4852389e-03
 1.6300006e+02	 1.4851214e-03
 1.6400012e+02	 1.4845532e-03
 1.6410002e+02	 1.8048864e-03
 1.6420000e+02	 1.9845713e-03
 1.6430002e+02	 1.9125976e-03
 1.6440001e+02	 1.8289908e-03
 1.6450003e+02	 2.0455669e-03
 1.6460002e+02	 2.2667723e-03
 1.6470001e+02	 1.9956799e-03
 1.6480003e+02	 1.9963945e-03
 1.6490002e+02	 2.1997965e-03
 1.6500003e+02	 2.1547498e-03
 1.6510007e+02	 2.0934907e-03
 1.6520001e+02	 2.2018522e-03
 1.6530002e+02	 2.2741440e-03
 1.6540002e+02	 2.2732434e-03
 1.6550002e+02	 2.4364183e-03
 1.6560004e+02	 2.5146168e-03
 1.6570004e+02	 2.5614402e-03
 1.6580003e+02	 2.6851604e-03
 1.6590004e+02	 2.6491545e-03
 1.6600005e+02	 2.7330159e-03
 1.6610001e+02	 2.7248240e-03
 1.6620007e+02	 2.7957885e-03
 1.6630000e+02	 2.8246066e-03
 1.6640010e+02	 2.8881561e-03
 1.6650000e+02	 2.9233645e-03
 1.6660007e+02	 2.9965672e-03
 1.6670003e+02	 3.0764418e-03
 1.6680000e+02	 3.1742458e-03
 1.6690005e+02	 3.3041600e-03
 1.6700006e+02	 3.4253232e-03
 1.6710001e+02	 3.4643933e-03
 1.6720006e+02	 3.4697894e-03
 1.6730003e+02	 3.4719901e-03
 1.6740001e+02	 3.4738816e-03
 1.6750000e+02	 3.4781191e-03
 1.6760002e+02	 3.4817078e-03
 1.6770000e+02	 3.4866075e-03
 1.6780000e+02	 3.4868072e-03
 1.6790001e+02	 3.4888647e-03
 1.6800005e+02	 3.4955766e-03
 1.6810002e+02	 3.5006378e-03
 1.6820003e+02	 3.5016809e-03
 1.6830003e+02	 3.5068344e-03
 1.6840002e+02	 3.5133651e-03
 1.6850000e+02	 3.5206974e-03
 1.6860008e+02	 3.5244627e-03
 1.6870001e+02	 3.5276464e-03
 1.6880006e+02	 3.5301154e-03
 1.6890001e+02	 3.5319505e-03
 1.6900002e+02	 3.5338986e-03
 1.6910005e+02	 3.5358262e-03
 1.6920010e+02	 3.5367184e-03
 1.6930003e+02	 3.5372153e-03
 1.6940005e+02	 3.5377049e-03
 1.6950003e+02	 3.5397690e-03
 1.6960005e+02	 3.5438740e-03
 1.6970004e+02	 3.5467558e-03
 1.6980008e+02	 3.5469055e-03
 1.6990001e+02	 3.5450158e-03
